"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"Scuola dell'infanzia di Tonadico";"Scuola dell'Infanzia di Tonadico";;Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Via Fuganti - Tonadico, 8 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439-762062;;tonadico.segretario@fpsm.tn.it;;tonadico.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Torbole";;"Scuola dell'infanzia";Paritaria/equiparata;;;"LUISA FONTANARI";"Via Don Davide Gioppi, 72 38069";NAGO-TORBOLE;0464-505159;;torbole.presidente@fpsm.tn.it;;torbole.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Torbole";"Scuola dell'Infanzia di Torbole";;Paritaria/equiparata;;;"LUISA FONTANARI";"Via Don Davide Gioppi, 72 38069";NAGO-TORBOLE;0464-505159;;torbole.presidente@fpsm.tn.it;;torbole.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Torcegno";;"Scuola dell'infanzia";Paritaria/equiparata;;;"PAOLA SANGIORGI";"Via Della Fontana, 15 38050";TORCEGNO;0461-760796;;torcegno.presidente@fpsm.tn.it;;torcegno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Torcegno";"Scuola dell'Infanzia di Torcegno";;Paritaria/equiparata;;;"PAOLA SANGIORGI";"Via Della Fontana, 15 38050";TORCEGNO;0461-760796;;torcegno.presidente@fpsm.tn.it;;torcegno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Transacqua";;"Scuola dell'infanzia";Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Piazza Municipio - Transacqua, 11 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439-62313;;transacqua.presidente@fpsm.tn.it;;transacqua.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Transacqua";"Scuola dell'Infanzia di Transacqua";;Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Piazza Municipio - Transacqua, 11 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439-62313;;transacqua.presidente@fpsm.tn.it;;transacqua.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento  ""Pedrotti""";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SANDRA CIAPPI";"Via Asilo Pedrotti, 2 38122";TRENTO;0461-914039;;trento.pedrotti.presidente@fpsm.tn.it;;trento.pedrotti.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento  ""Pedrotti""";"Scuola dell'Infanzia di Trento  ""Pedrotti""";;Paritaria/equiparata;;;"SANDRA CIAPPI";"Via Asilo Pedrotti, 2 38122";TRENTO;0461-914039;;trento.pedrotti.presidente@fpsm.tn.it;;trento.pedrotti.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento  Canossiane";;"Scuola dell'infanzia";Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via Dei Paradisi, 4 38122";TRENTO;0461-1482248;;trento.canossiane.segretario@fpsm.tn.it;;trento.canossiane.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento  Canossiane";"Scuola dell'Infanzia di Trento  Canossiane";;Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via Dei Paradisi, 4 38122";TRENTO;0461-1482248;;trento.canossiane.segretario@fpsm.tn.it;;trento.canossiane.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento  S. Bartolomeo";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SANDRA CIAPPI";"Viale Dei Tigli, 9/1 38123";TRENTO;0461-924555;;trento.s.bartolomeo.segretario@fpsm.tn.it;;trento.s.bartolomeo.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento  S. Bartolomeo";"Scuola dell'Infanzia di Trento  S. Bartolomeo";;Paritaria/equiparata;;;"SANDRA CIAPPI";"Viale Dei Tigli, 9/1 38123";TRENTO;0461-924555;;trento.s.bartolomeo.segretario@fpsm.tn.it;;trento.s.bartolomeo.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento Cognola  ""B. Kofler""";;"Scuola dell'infanzia";Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via Kofler, 10 38121";TRENTO;"0461 235069";"0461 983903";cognola.segretario@fpsm.tn.it;;cognola.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento Cognola  ""B. Kofler""";"Scuola dell'Infanzia di Trento Cognola ""B. Kofler""";;Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via Kofler, 10 38121";TRENTO;"0461 235069";"0461 983903";cognola.segretario@fpsm.tn.it;;cognola.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento La Clarina";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SANDRA CIAPPI";"Via Einaudi, 66 38123";TRENTO;0461-923464;;trento.clarina.presidente@fpsm.tn.it;;trento.clarina.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento La Clarina";"Scuola dell'Infanzia di Trento La Clarina";;Paritaria/equiparata;;;"SANDRA CIAPPI";"Via Einaudi, 66 38123";TRENTO;0461-923464;;trento.clarina.presidente@fpsm.tn.it;;trento.clarina.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento San Donà ""B. Kofler""";;"Scuola dell'infanzia";Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via per Cognola, 43 38122";TRENTO;"0461 260977";"0461 983903";cognola.segretario@fpsm.tn.it;;trento.san.dona.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Trento San Donà ""B. Kofler""";"Scuola dell'Infanzia di Trento San Donà ""B. Kofler""";;Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via per Cognola, 43 38122";TRENTO;"0461 260977";"0461 983903";cognola.segretario@fpsm.tn.it;;trento.san.dona.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Tuenno";;"Scuola dell'infanzia";Paritaria/equiparata;;;"UTE PANCHER";"Via Marconi - Tuenno, 2 38019";"VILLE D'ANAUNIA";0463-451238;;tuenno.presidente@fpsm.tn.it;;tuenno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Tuenno";"Scuola dell'Infanzia di Tuenno";;Paritaria/equiparata;;;"UTE PANCHER";"Via Marconi - Tuenno, 2 38019";"VILLE D'ANAUNIA";0463-451238;;tuenno.presidente@fpsm.tn.it;;tuenno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Varone";;"Scuola dell'infanzia";Paritaria/equiparata;;;"LUISA FONTANARI";"Via Sega, 5 38066";"RIVA DEL GARDA";0464-521350;;varone.presidente@fpsm.tn.it;;varone.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Varone";"Scuola dell'Infanzia di Varone";;Paritaria/equiparata;;;"LUISA FONTANARI";"Via Sega, 5 38066";"RIVA DEL GARDA";0464-521350;;varone.presidente@fpsm.tn.it;;varone.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vermiglio";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ROBERTA BERTOLAS";"Via di S Pietro, 26 38029";VERMIGLIO;0463-758141;;vermiglio.presidente@fpsm.tn.it;;vermiglio.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vermiglio";"Scuola dell'Infanzia di Vermiglio";;Paritaria/equiparata;;;"ROBERTA BERTOLAS";"Via di S Pietro, 26 38029";VERMIGLIO;0463-758141;;vermiglio.presidente@fpsm.tn.it;;vermiglio.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vezzano";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SANDRA CIAPPI";"Via Dante - Vezzano, 24 38070";VALLELAGHI;0461-864918;;vezzano.presidente@fpsm.tn.it;;vezzano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vezzano";"Scuola dell'Infanzia di Vezzano";;Paritaria/equiparata;;;"SANDRA CIAPPI";"Via Dante - Vezzano, 24 38070";VALLELAGHI;0461-864918;;vezzano.presidente@fpsm.tn.it;;vezzano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo Cavedine";;"Scuola dell'infanzia";Paritaria/equiparata;;;"GIANNA ANGELI";"Via Scuola Materna, 1 38073";CAVEDINE;0461-566061;;vigo.cavedine.presidente@fpsm.tn.it;;vigo.cavedine.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo Cavedine";"Scuola dell'Infanzia di Vigo Cavedine";;Paritaria/equiparata;;;"GIANNA ANGELI";"Via Scuola Materna, 1 38073";CAVEDINE;0461-566061;;vigo.cavedine.presidente@fpsm.tn.it;;vigo.cavedine.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo Cortesano";;"Scuola dell'infanzia";Paritaria/equiparata;;;"CARMEN FATTORI";"Via Madonna Dei Prati, 3 38121";TRENTO;0461-448252;;vigo.meano.contabile@fpsm.tn.it;;vigo.meano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo Cortesano";"Scuola dell'Infanzia di Vigo Cortesano";;Paritaria/equiparata;;;"CARMEN FATTORI";"Via Madonna Dei Prati, 3 38121";TRENTO;0461-448252;;vigo.meano.contabile@fpsm.tn.it;;vigo.meano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo Lomaso";;"Scuola dell'infanzia";Paritaria/equiparata;;;"LORENZO SANTORUM";"Frazione Vigo Lomaso - Lomaso, 1 38070";"COMANO TERME";0465-701249;;vigo.lomaso.presidente@fpsm.tn.it;;vigo.lomaso.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo Lomaso";"Scuola dell'Infanzia di Vigo Lomaso";;Paritaria/equiparata;;;"LORENZO SANTORUM";"Frazione Vigo Lomaso - Lomaso, 1 38070";"COMANO TERME";0465-701249;;vigo.lomaso.presidente@fpsm.tn.it;;vigo.lomaso.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo di Fassa";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SARA DE ZOLT";"Strada Giuseppe Soraperra - Pozza di Fassa, 4 38036";"SAN GIOVANNI DI FASSA - SEN JAN";0462-763194;;vigo.fassa.presidente@fpsm.tn.it;;vigo.fassa.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Ghiaie di Gardolo";"Scuola dell'Infanzia di Ghiaie di Gardolo";;Paritaria/equiparata;;;"CARMEN FATTORI";"Via del Loghét, 69 38121";TRENTO;0461-990050;;ghiaie.segretario@fpsm.tn.it;;ghiaie.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Grigno";;"Scuola dell'infanzia";Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Via Nazario Sauro, 25 38055";GRIGNO;0461-765333;;grigno.presidente@fpsm.tn.it;;grigno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Grigno";"Scuola dell'Infanzia di Grigno";;Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Via Nazario Sauro, 25 38055";GRIGNO;0461-765333;;grigno.presidente@fpsm.tn.it;;grigno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Ischia di Pergine";;"Scuola dell'infanzia";Paritaria/equiparata;;;"MARIANGELA SIMONCINI";"Piazza delle Nogare, 2 38057";"PERGINE VALSUGANA";0461-532285;;ischia.presidente@fpsm.tn.it;;ischia.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Ischia di Pergine";"Scuola dell'Infanzia di Ischia di Pergine";;Paritaria/equiparata;;;"MARIANGELA SIMONCINI";"Piazza delle Nogare, 2 38057";"PERGINE VALSUGANA";0461-532285;;ischia.presidente@fpsm.tn.it;;ischia.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Lona";;"Scuola dell'infanzia";Paritaria/equiparata;;;"PAMELA TOMASELLI";"Via S Rocco, 14 38040";LONA-LASES;0461-697101;;lona.presidente@fpsm.tn.it;;lona.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Lona";"Scuola dell'Infanzia di Lona";;Paritaria/equiparata;;;"PAMELA TOMASELLI";"Via S Rocco, 14 38040";LONA-LASES;0461-697101;;lona.presidente@fpsm.tn.it;;lona.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Madonna di Campiglio";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ALESSANDRA POMILIO";"Via Serafini - Madonna di Campiglio, 13 38070";"TRE VILLE";0465-442779;"0465 442779";madonna.campiglio.segretario@fpsm.tn.it;;madonna.campiglio.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Madonna di Campiglio";"Scuola dell'Infanzia di Madonna di Campiglio";;Paritaria/equiparata;;;"ALESSANDRA POMILIO";"Via Serafini - Madonna di Campiglio, 13 38070";"TRE VILLE";0465-442779;"0465 442779";madonna.campiglio.segretario@fpsm.tn.it;;madonna.campiglio.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Madrano";;"Scuola dell'infanzia";Paritaria/equiparata;;;"MARIANGELA SIMONCINI";"Via D Oltrefersina, 54 38057";"PERGINE VALSUGANA";0461-552109;;madrano.segretario@fpsm.tn.it;;madrano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Madrano";"Scuola dell'Infanzia di Madrano";;Paritaria/equiparata;;;"MARIANGELA SIMONCINI";"Via D Oltrefersina, 54 38057";"PERGINE VALSUGANA";0461-552109;;madrano.segretario@fpsm.tn.it;;madrano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Malè";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ROBERTA BERTOLAS";"Via Don Rauzi, 6 38027";MALE';0463-901925;;male.presidente@fpsm.tn.it;;male.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Malè";"Scuola dell'Infanzia di Malè";;Paritaria/equiparata;;;"ROBERTA BERTOLAS";"Via Don Rauzi, 6 38027";MALE';0463-901925;;male.presidente@fpsm.tn.it;;male.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Marter";;"Scuola dell'infanzia";Paritaria/equiparata;;;"PAOLA SANGIORGI";"Piazza S Margherita, 2 38050";"RONCEGNO TERME";0461-764505;;marter.segretario@fpsm.tn.it;;marter.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Marter";"Scuola dell'Infanzia di Marter";;Paritaria/equiparata;;;"PAOLA SANGIORGI";"Piazza S Margherita, 2 38050";"RONCEGNO TERME";0461-764505;;marter.segretario@fpsm.tn.it;;marter.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Martignano ""D. Leone Serafini""";;"Scuola dell'infanzia";Paritaria/equiparata;;;"CARMEN FATTORI";"Via Sabbionare, 3 38121";TRENTO;0461-820233;;martignano.segretario@fpsm.tn.it;;martignano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Martignano ""D. Leone Serafini""";"Scuola dell'Infanzia di Martignano";;Paritaria/equiparata;;;"CARMEN FATTORI";"Via Sabbionare, 3 38121";TRENTO;0461-820233;;martignano.segretario@fpsm.tn.it;;martignano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Massone";;"Scuola dell'infanzia";Paritaria/equiparata;;;"GIANNA ANGELI";"Via Maffei - San Martino, 2 38062";ARCO;0464-517719;;massone.presidente@fpsm.tn.it;;massone.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Massone";"Scuola dell'Infanzia di Massone";;Paritaria/equiparata;;;"GIANNA ANGELI";"Via Maffei - San Martino, 2 38062";ARCO;0464-517719;;massone.presidente@fpsm.tn.it;;massone.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mechel";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ILARIA MANCINI";"Via Don Luigi Borghesi, 35 38023";CLES;0463-421247;;mechel.presidente@fpsm.tn.it;;mechel.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mechel";"Scuola dell'Infanzia di Mechel";;Paritaria/equiparata;;;"ILARIA MANCINI";"Via Don Luigi Borghesi, 35 38023";CLES;0463-421247;;mechel.presidente@fpsm.tn.it;;mechel.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mezzano";;"Scuola dell'infanzia";Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Via IV Novembre, 16 38050";MEZZANO;0439-67027;;mezzano.contabile@fpsm.tn.it;;mezzano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mezzano";"Scuola dell'Infanzia di Mezzano";;Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Via IV Novembre, 16 38050";MEZZANO;0439-67027;;mezzano.contabile@fpsm.tn.it;;mezzano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mezzocorona";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ELENA RICCI";"Via S Giovanni Bosco, 4 38016";MEZZOCORONA;0461-603933;;mezzocorona.presidente@fpsm.tn.it;;mezzocorona.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mezzocorona";"Scuola dell'Infanzia di Mezzocorona";;Paritaria/equiparata;;;"ELENA RICCI";"Via S Giovanni Bosco, 4 38016";MEZZOCORONA;0461-603933;;mezzocorona.presidente@fpsm.tn.it;;mezzocorona.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mezzolombardo";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ELENA RICCI";"Corso del Popolo, 34/B 38017";MEZZOLOMBARDO;0461-601324;;mezzolombardo.presidente@fpsm.tn.it;;mezzolombardo.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mezzolombardo";"Scuola dell'Infanzia di Mezzolombardo";;Paritaria/equiparata;;;"ELENA RICCI";"Corso del Popolo, 34/B 38017";MEZZOLOMBARDO;0461-601324;;mezzolombardo.presidente@fpsm.tn.it;;mezzolombardo.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Moena";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SARA DE ZOLT";"Strada don Giovanni Jori, 10 38035";"MOENA - MOENA";0462-573277;;moena.presidente@fpsm.tn.it;;moena.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Moena";"Scuola dell'Infanzia di Moena";;Paritaria/equiparata;;;"SARA DE ZOLT";"Strada don Giovanni Jori, 10 38035";"MOENA - MOENA";0462-573277;;moena.presidente@fpsm.tn.it;;moena.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Molina di Ledro";;"Scuola dell'infanzia";Paritaria/equiparata;;;"LUISA FONTANARI";"Via Sartori - Molina di Ledro, 25 38067";LEDRO;0464-508477;;molina.ledro.presidente@fpsm.tn.it;;molina.ledro.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Molina di Ledro";"Scuola dell'Infanzia di Molina di  Ledro";;Paritaria/equiparata;;;"LUISA FONTANARI";"Via Sartori - Molina di Ledro, 25 38067";LEDRO;0464-508477;;molina.ledro.presidente@fpsm.tn.it;;molina.ledro.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mollaro";;"Scuola dell'infanzia";Paritaria/equiparata;;;"UTE PANCHER";"Via Della Pausa - Mollaro, 1 38012";PREDAIA;0463-469224;;mollaro.contabile@fpsm.tn.it;;mollaro.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mollaro";"Scuola dell'Infanzia di Mollaro";;Paritaria/equiparata;;;"UTE PANCHER";"Via Della Pausa - Mollaro, 1 38012";PREDAIA;0463-469224;;mollaro.contabile@fpsm.tn.it;;mollaro.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Molveno";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ELENA RICCI";"Piazza S Carlo, 20 38018";MOLVENO;0461-586969;;molveno.presidente@fpsm.tn.it;;molveno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Molveno";"Scuola dell'Infanzia di Molveno";;Paritaria/equiparata;;;"ELENA RICCI";"Piazza S Carlo, 20 38018";MOLVENO;0461-586969;;molveno.presidente@fpsm.tn.it;;molveno.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Montesover";;"Scuola dell'infanzia";Paritaria/equiparata;;;"PAMELA TOMASELLI";"Via Capitano Santuari, 1 38048";SOVER;0461-698351;;sover.presidente@fpsm.tn.it;;sover.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Montesover";"Scuola dell'Infanzia di Montesover";;Paritaria/equiparata;;;"PAMELA TOMASELLI";"Via Capitano Santuari, 1 38048";SOVER;0461-698351;;sover.presidente@fpsm.tn.it;;sover.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mori";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SILVANO MEDVES";"Via Scuole, 3 38065";MORI;0464-918156;;mori.segretario@fpsm.tn.it;;mori.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Mori";"Scuola dell'Infanzia di Mori";;Paritaria/equiparata;;;"SILVANO MEDVES";"Via Scuole, 3 38065";MORI;0464-918156;;mori.segretario@fpsm.tn.it;;mori.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Nago";;"Scuola dell'infanzia";Paritaria/equiparata;;;"LUISA FONTANARI";"Localita Tezze - Nago,   38069";NAGO-TORBOLE;0464-506097;;nago.segretario@fpsm.tn.it;;nago.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Nago";"Scuola dell'Infanzia di Nago";;Paritaria/equiparata;;;"LUISA FONTANARI";"Localita Tezze - Nago,   38069";NAGO-TORBOLE;0464-506097;;nago.segretario@fpsm.tn.it;;nago.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Nave San Rocco";;"Scuola dell'infanzia";Paritaria/equiparata;;;"PAMELA TOMASELLI";"Via IV Novembre, 34/A 38010";"TERRE D'ADIGE";0461-870656;;nave.presidente@fpsm.tn.it;;nave.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Ronzo-Chienis";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SILVANO MEDVES";"Via Del Car, 40 38060";RONZO-CHIENIS;0464-802944;;ronzo.chienis.presidente@fpsm.tn.it;;ronzo.chienis.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Ronzo-Chienis";"Scuola dell'Infanzia di Ronzo-Chienis";;Paritaria/equiparata;;;"SILVANO MEDVES";"Via Del Car, 40 38060";RONZO-CHIENIS;0464-802944;;ronzo.chienis.presidente@fpsm.tn.it;;ronzo.chienis.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Rovereto  ""Clementino Vannetti""";;"Scuola dell'infanzia";Paritaria/equiparata;;;;"Via S Maria, 58 38068";ROVERETO;0464-420061;;asilovannetti@pec.it;;asilovannetti@gmail.com;;
"Scuola dell'infanzia di Rovereto  ""Clementino Vannetti""";"Scuola dell'Infanzia di Rovereto  ""Clementino Vannetti""";;Paritaria/equiparata;;;;"Via S Maria, 58 38068";ROVERETO;0464-420061;;asilovannetti@pec.it;;asilovannetti@gmail.com;;
"Scuola dell'infanzia di Rovereto ""Rosmini""";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ROBERTA MEDEGHINI";"Corso Rosmini, 3 38068";ROVERETO;0464-421541;;rovereto.rosmini.presidente@fpsm.tn.it;;rovereto.rosmini.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Rovereto ""Rosmini""";"Scuola dell'Infanzia di Rovereto ""Rosmini""";;Paritaria/equiparata;;;"ROBERTA MEDEGHINI";"Corso Rosmini, 3 38068";ROVERETO;0464-421541;;rovereto.rosmini.presidente@fpsm.tn.it;;rovereto.rosmini.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di S. Croce Bleggio";;"Scuola dell'infanzia";Paritaria/equiparata;;;"LORENZO SANTORUM";"Frazione Santa Croce di Bleggio Inferiore, 7 38070";"COMANO TERME";0465-779900;;s.croce.presidente@fpsm.tn.it;;s.croce.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di S. Croce Bleggio";"Scuola dell'Infanzia di S. Croce Bleggio";;Paritaria/equiparata;;;"LORENZO SANTORUM";"Frazione Santa Croce di Bleggio Inferiore, 7 38070";"COMANO TERME";0465-779900;;s.croce.presidente@fpsm.tn.it;;s.croce.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di S. Lorenzo in Banale";;"Scuola dell'infanzia";Paritaria/equiparata;;;"LORENZO SANTORUM";"Strada del Toat - San Lorenzo, 4 38078";"SAN LORENZO DORSINO";0465-734005;;san.lorenzo.banale.segretario@fpsm.tn.it;;san.lorenzo.banale.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di S. Lorenzo in Banale";"Scuola dell'Infanzia di S. Lorenzo In Banale";;Paritaria/equiparata;;;"LORENZO SANTORUM";"Strada del Toat - San Lorenzo, 4 38078";"SAN LORENZO DORSINO";0465-734005;;san.lorenzo.banale.segretario@fpsm.tn.it;;san.lorenzo.banale.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di S. Margherita di Ala";;"Scuola dell'infanzia";Paritaria/equiparata;;;"FRANCESCA VARESCHI";"Via Gazzoletti - Santa Margherita, 35 38061";ALA;0464-696494;;s.margherita.presidente@fpsm.tn.it;;s.margherita.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di S. Margherita di Ala";"Scuola dell'Infanzia di S. Margherita di Ala";;Paritaria/equiparata;;;"FRANCESCA VARESCHI";"Via Gazzoletti - Santa Margherita, 35 38061";ALA;0464-696494;;s.margherita.presidente@fpsm.tn.it;;s.margherita.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Sabbionara";;"Scuola dell'infanzia";Paritaria/equiparata;;;"FRANCESCA VARESCHI";"Piazza Conciliazione, 3/B 38063";AVIO;0464-683225;;sabbionara.presidente@fpsm.tn.it;;sabbionara.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Sabbionara";"Scuola dell'Infanzia di Sabbionara";;Paritaria/equiparata;;;"FRANCESCA VARESCHI";"Piazza Conciliazione, 3/B 38063";AVIO;0464-683225;;sabbionara.presidente@fpsm.tn.it;;sabbionara.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di San Martino di C.";;"Scuola dell'infanzia";Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Via Laghetto - San Martino Di Castrozza, 30 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439-768666;;s.martino.castrozza.presidente@fpsm.tn.it;;s.martino.castrozza.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di San Martino di C.";"Scuola dell'Infanzia di San Martino di C.";;Paritaria/equiparata;;;"DANIELA DALCASTAGNE'";"Via Laghetto - San Martino Di Castrozza, 30 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439-768666;;s.martino.castrozza.presidente@fpsm.tn.it;;s.martino.castrozza.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Sarche";;"Scuola dell'infanzia";Paritaria/equiparata;;;"GIANNA ANGELI";"Via Caffaro - Sarche - Calavino, 6 38076";MADRUZZO;0461-564028;;sarche.presidente@fpsm.tn.it;;sarche.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Sarche";"Scuola dell'Infanzia di Sarche";;Paritaria/equiparata;;;"GIANNA ANGELI";"Via Caffaro - Sarche - Calavino, 6 38076";MADRUZZO;0461-564028;;sarche.presidente@fpsm.tn.it;;sarche.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Scurelle";;"Scuola dell'infanzia";Paritaria/equiparata;;;"PAOLA SANGIORGI";"Via Visintainer, 15 38050";SCURELLE;0461-762268;;scurelle.presidente@fpsm.tn.it;;scurelle.segretario@fpsm.tn.it;;
